,filename,1,2,3,4,5,6,7,8,9,10,mean
0,kuma-kum-GKbPbR0ZAT4-unsplash.jpg,16,0,0,0,0,0,0,0,0,0,1.0
1,pexels-nishant-aneja-2561432.jpg,8,0,0,0,0,0,0,0,0,0,1.0
2,pexels-himesh-mehta-3059930.jpg,5,2,0,0,0,0,0,0,0,0,1.2857142857142858
3,pexels-kaniseeyapose-2751061.jpg,7,0,0,0,2,0,0,0,0,0,1.8888888888888888
4,puvvukonvict-photography-AtpSEe3yoIg-unsplash.jpg,15,0,0,1,1,0,0,0,0,0,1.411764705882353
5,imad-clicks-2_qmEnz7bQ4-unsplash.jpg,6,0,1,0,1,0,0,0,0,0,1.75
6,man-5917529_1920.jpg,6,0,1,1,0,0,0,0,0,0,1.625
7,pexels-nandhu-kumar-2703082.jpg,4,2,1,1,1,0,0,0,0,0,2.2222222222222223
8,shifaaz-shamoon-MqLy-G-dBi8-unsplash.jpg,9,1,3,3,3,1,2,0,0,0,3.0454545454545454
9,raphiell-alfaridzy-jagYILIMvxw-unsplash.jpg,5,0,0,0,2,1,0,0,0,0,2.625
10,elderly-1557141_1920.jpg,16,3,1,1,0,3,2,0,0,0,2.3461538461538463
11,pexels-chevanon-photography-2421934.jpg,3,3,1,0,0,0,0,0,0,0,1.7142857142857142
12,gabe-pierce-cZ_RjozBNPM-unsplash.jpg,5,0,2,0,1,0,0,0,0,0,2.0
13,pexels-himesh-mehta-2880285.jpg,3,1,2,2,1,0,0,0,0,0,2.6666666666666665
14,swapnil-dwivedi-N2IJ31xZ_ks-unsplash.jpg,17,1,9,5,2,4,0,0,0,0,2.6315789473684212
15,thoughtful-583373_1920.jpg,12,5,5,0,1,1,1,0,0,0,2.2
16,chander-mohan-9zaQ3PjrvxA-unsplash.jpg,10,1,6,6,4,2,0,0,0,0,2.9655172413793105
17,kamil-mehmood-E_9onZVXwcQ-unsplash.jpg,14,2,5,4,6,2,0,0,0,0,2.757575757575758
18,suranjan-koirala-95-3iy_pj2I-unsplash.jpg,8,4,1,2,3,0,0,0,0,0,2.3333333333333335
19,lumensoft-technologies-JGGaefIIc6Y-unsplash.jpg,13,10,7,7,4,4,0,0,0,0,2.8
20,simon-marsault-jUyP2PcuBls-unsplash.jpg,10,3,2,1,1,1,0,0,0,0,2.0555555555555554
